query,rank,score,ref_mask
pred_masks\AllDatasets_pool\briquet\masks\briquet_10003_pred.png,4,0.9994986653327942,briquet_10218.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10003_pred.png,5,0.9994786977767944,briquet_4662.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10004_pred.png,1,0.9997068643569946,briquet_9654.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10004_pred.png,2,0.9996626973152161,briquet_3309.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10004_pred.png,3,0.9996545314788818,briquet_14909.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10004_pred.png,4,0.9996487498283386,briquet_13522.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10004_pred.png,5,0.9996439218521118,briquet_13441.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10005_pred.png,1,0.9981491565704346,briquet_10005.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10005_pred.png,2,0.955289363861084,briquet_12086.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10005_pred.png,3,0.9514034986495972,briquet_6431.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10005_pred.png,4,0.9504240155220032,briquet_8082.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10005_pred.png,5,0.9488708972930908,briquet_6176.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10006_pred.png,1,0.9975154995918274,briquet_10006.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10006_pred.png,2,0.9920196533203125,briquet_8410.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10006_pred.png,3,0.991510272026062,briquet_13192.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10006_pred.png,4,0.991331160068512,briquet_2644.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10006_pred.png,5,0.9913043975830078,briquet_71.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10007_pred.png,1,0.9981269240379333,briquet_10007.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10007_pred.png,2,0.9965868592262268,briquet_13573.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10007_pred.png,3,0.9957655668258667,briquet_693.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10007_pred.png,4,0.9952118992805481,briquet_16089.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10007_pred.png,5,0.9947355389595032,briquet_6169.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10008_pred.png,1,0.9985383749008179,briquet_10008.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10008_pred.png,2,0.985044538974762,briquet_13892.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10008_pred.png,3,0.9808371663093567,briquet_2468.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10008_pred.png,4,0.9803872108459473,briquet_14612.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10008_pred.png,5,0.97871994972229,briquet_15347.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10009_pred.png,1,0.9998526573181152,briquet_10009.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10009_pred.png,2,0.9992693066596985,briquet_668-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10009_pred.png,3,0.9990938901901245,briquet_4653.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10009_pred.png,4,0.9989753365516663,briquet_13902.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10009_pred.png,5,0.9989650249481201,briquet_768-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1000_pred.png,1,0.983338475227356,briquet_8074-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1000_pred.png,2,0.971188485622406,briquet_10326.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1000_pred.png,3,0.969845712184906,briquet_263.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1000_pred.png,4,0.9689608812332153,briquet_2553-2.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1000_pred.png,5,0.9684728384017944,briquet_6707.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10010_pred.png,1,0.9449101090431213,briquet_8377.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10010_pred.png,2,0.9395760297775269,briquet_15601.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10010_pred.png,3,0.9278141260147095,briquet_8783.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10010_pred.png,4,0.9255812764167786,briquet_3732.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10010_pred.png,5,0.9145671129226685,briquet_15761.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10011_pred.png,1,0.9999908208847046,briquet_10011.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10011_pred.png,2,0.9995026588439941,briquet_10938.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10011_pred.png,3,0.9994969964027405,briquet_5496.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10011_pred.png,4,0.9991520643234253,briquet_7068.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10011_pred.png,5,0.9991441965103149,briquet_9699.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10012_pred.png,1,0.9992406368255615,briquet_11279.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10012_pred.png,2,0.9989216923713684,briquet_6250.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10012_pred.png,3,0.9989182949066162,briquet_5804.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10012_pred.png,4,0.9986621141433716,briquet_13737.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10012_pred.png,5,0.9986336827278137,briquet_2272.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10013_pred.png,1,0.9975919723510742,briquet_10013.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10013_pred.png,2,0.9920130372047424,briquet_7222.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10013_pred.png,3,0.9915099740028381,briquet_3352.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10013_pred.png,4,0.991183340549469,briquet_9693.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10013_pred.png,5,0.9904947280883789,briquet_9073.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10014_pred.png,1,0.9967736005783081,briquet_10131.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10014_pred.png,2,0.9965716004371643,briquet_1801.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10014_pred.png,3,0.9965700507164001,briquet_921.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10014_pred.png,4,0.9958937168121338,briquet_15767.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10014_pred.png,5,0.9954046607017517,briquet_11018.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10015_pred.png,1,0.9999879598617554,briquet_10015.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10015_pred.png,2,0.9756092429161072,briquet_3726.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10015_pred.png,3,0.9696371555328369,briquet_3720.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10015_pred.png,4,0.9674314260482788,briquet_3662.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10015_pred.png,5,0.9660224914550781,briquet_429.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10016_pred.png,1,0.9991034865379333,briquet_10016.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10016_pred.png,2,0.9983911514282227,briquet_15740.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10016_pred.png,3,0.9977802038192749,briquet_15299.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10016_pred.png,4,0.9975951313972473,briquet_13952-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10016_pred.png,5,0.9975431561470032,briquet_15929-2.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10017_pred.png,1,0.9955050945281982,briquet_10017.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10017_pred.png,2,0.9930815100669861,briquet_7944.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10017_pred.png,3,0.9923108220100403,briquet_13719.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10017_pred.png,4,0.9919407963752747,briquet_13564.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10017_pred.png,5,0.991844654083252,briquet_7377.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10018_pred.png,1,0.9714522957801819,briquet_2847.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10018_pred.png,2,0.9685843586921692,briquet_1274.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10018_pred.png,3,0.9681078791618347,briquet_12154.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10018_pred.png,4,0.9611373543739319,briquet_5680.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10018_pred.png,5,0.95977783203125,briquet_8496.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10019_pred.png,1,0.9953658580780029,briquet_13466.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10019_pred.png,2,0.994625985622406,briquet_7671.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10019_pred.png,3,0.9943903684616089,briquet_4115.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10019_pred.png,4,0.9938852787017822,briquet_6550.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10019_pred.png,5,0.9932513236999512,briquet_629-2.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1001_pred.png,1,0.9969115257263184,briquet_1001.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1001_pred.png,2,0.9931491613388062,briquet_918.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1001_pred.png,3,0.9927493929862976,briquet_15140.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1001_pred.png,4,0.9926886558532715,briquet_14540.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1001_pred.png,5,0.9924683570861816,briquet_3839.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10020_pred.png,1,0.9999518990516663,briquet_10020.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10020_pred.png,2,0.9777652621269226,briquet_14956.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10020_pred.png,3,0.9756107330322266,briquet_7827.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10020_pred.png,4,0.9734968543052673,briquet_1016.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10020_pred.png,5,0.9680027961730957,briquet_1011.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10021_pred.png,1,0.9999127388000488,briquet_16074.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10021_pred.png,2,0.9998403787612915,briquet_7568.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10021_pred.png,3,0.9998316764831543,briquet_13547.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10021_pred.png,4,0.9997866153717041,briquet_3818.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10021_pred.png,5,0.9995220899581909,briquet_2732.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10022_pred.png,1,0.9999573230743408,briquet_10022.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10022_pred.png,2,0.9988040924072266,briquet_13036.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10022_pred.png,3,0.998625636100769,briquet_8675.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10022_pred.png,4,0.9983897805213928,briquet_8643.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10022_pred.png,5,0.998305082321167,briquet_4250.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10023_pred.png,1,0.9906841516494751,briquet_15484.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10023_pred.png,2,0.9901805520057678,briquet_1999.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10023_pred.png,3,0.9883745908737183,briquet_8908.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10023_pred.png,4,0.9882131218910217,briquet_15103.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10023_pred.png,5,0.9879200458526611,briquet_1340.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10024_pred.png,1,0.9970949292182922,briquet_12635.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10024_pred.png,2,0.996027410030365,briquet_13553.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10024_pred.png,3,0.9960047006607056,briquet_10832.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10024_pred.png,4,0.9949246644973755,briquet_5845.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10024_pred.png,5,0.9949184656143188,briquet_7698.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10025_pred.png,1,0.9993127584457397,briquet_9226-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10025_pred.png,2,0.9990368485450745,briquet_8445.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10025_pred.png,3,0.9990307688713074,briquet_10312.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10025_pred.png,4,0.9987609386444092,briquet_8011.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10025_pred.png,5,0.9987075328826904,briquet_4754.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10026_pred.png,1,0.9995927214622498,briquet_9703.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10026_pred.png,2,0.9995837211608887,briquet_3095.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10026_pred.png,3,0.9995241165161133,briquet_14621.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10026_pred.png,4,0.9995151162147522,briquet_15269.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10026_pred.png,5,0.9995017647743225,briquet_8607.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10027_pred.png,1,0.9917141795158386,briquet_11000.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10027_pred.png,2,0.9915446043014526,briquet_1339.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10027_pred.png,3,0.9908297061920166,briquet_13184.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10027_pred.png,4,0.9893486499786377,briquet_13508.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10027_pred.png,5,0.988980770111084,briquet_14275.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10028_pred.png,1,0.9801777005195618,briquet_14978.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10028_pred.png,2,0.9786455631256104,briquet_2094.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10028_pred.png,3,0.978244960308075,briquet_4935.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10028_pred.png,4,0.97043377161026,briquet_6700.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10028_pred.png,5,0.9693284034729004,briquet_15204.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10029_pred.png,1,0.9906142950057983,briquet_7065.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10029_pred.png,2,0.9886945486068726,briquet_2038.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10029_pred.png,3,0.9856458306312561,briquet_15556.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10029_pred.png,4,0.9839293956756592,briquet_6497.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10029_pred.png,5,0.9835489392280579,briquet_11637.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1002_pred.png,1,0.9963072538375854,briquet_1002.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1002_pred.png,2,0.9901451468467712,briquet_10667.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1002_pred.png,3,0.9894778728485107,briquet_7634.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1002_pred.png,4,0.9891578555107117,briquet_362.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1002_pred.png,5,0.9890353679656982,briquet_14465.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10030_pred.png,1,0.9988956451416016,briquet_10030.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10030_pred.png,2,0.983721911907196,briquet_13943.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10030_pred.png,3,0.9830745458602905,briquet_2207.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10030_pred.png,4,0.9821437001228333,briquet_5023.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10030_pred.png,5,0.9820543527603149,briquet_2623.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10031_pred.png,1,0.9986683130264282,briquet_3170.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10031_pred.png,2,0.9984064102172852,briquet_9805.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10031_pred.png,3,0.9979274272918701,briquet_9528.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10031_pred.png,4,0.9978338479995728,briquet_13606.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10031_pred.png,5,0.99773108959198,briquet_15771.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10032_pred.png,1,0.9998149871826172,briquet_10032.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10032_pred.png,2,0.9994933605194092,briquet_11939.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10032_pred.png,3,0.9994500875473022,briquet_6760.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10032_pred.png,4,0.9994480013847351,briquet_13347.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10032_pred.png,5,0.9992882013320923,briquet_2760.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10033_pred.png,1,0.9908284544944763,briquet_9931.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10033_pred.png,2,0.9896718263626099,briquet_68.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10033_pred.png,3,0.9895572662353516,briquet_6211.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10033_pred.png,4,0.9872296452522278,briquet_15615.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10033_pred.png,5,0.9869939088821411,briquet_3282.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10034_pred.png,1,0.9999997615814209,briquet_10034.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10034_pred.png,2,0.9998345375061035,briquet_6622.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10034_pred.png,3,0.9998078346252441,briquet_9762.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10034_pred.png,4,0.999803364276886,briquet_13827.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10034_pred.png,5,0.9996379017829895,briquet_474-2.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10035_pred.png,1,0.999944269657135,briquet_10035.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10035_pred.png,2,0.9977167844772339,briquet_2526-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10035_pred.png,3,0.9969121813774109,briquet_12295.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10035_pred.png,4,0.9968886971473694,briquet_9548.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10035_pred.png,5,0.9968515634536743,briquet_6664.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10036_pred.png,1,0.9989474415779114,briquet_4254.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10036_pred.png,2,0.9989266395568848,briquet_1222-2.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10036_pred.png,3,0.9981459379196167,briquet_15254.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10036_pred.png,4,0.998087465763092,briquet_3509-2.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10036_pred.png,5,0.9979637265205383,briquet_12395-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10037_pred.png,1,0.9961091876029968,briquet_12234.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10037_pred.png,2,0.9956375360488892,briquet_3561.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10037_pred.png,3,0.9954613447189331,briquet_13826.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10037_pred.png,4,0.9942864775657654,briquet_10085.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10037_pred.png,5,0.9938890337944031,briquet_10568-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10038_pred.png,1,0.9969204068183899,briquet_10038.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10038_pred.png,2,0.9918749332427979,briquet_11374.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10038_pred.png,3,0.9914427399635315,briquet_1393-2.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10038_pred.png,4,0.9911544322967529,briquet_2625.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10038_pred.png,5,0.991046667098999,briquet_14339.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10039_pred.png,1,0.9999281764030457,briquet_10039.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10039_pred.png,2,0.9946614503860474,briquet_10861.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10039_pred.png,3,0.9945441484451294,briquet_4358.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10039_pred.png,4,0.9929972290992737,briquet_9772.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10039_pred.png,5,0.9928088188171387,briquet_5004.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1003_pred.png,1,0.9999659061431885,briquet_1003.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1003_pred.png,2,0.990696907043457,briquet_4371.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1003_pred.png,3,0.9904850125312805,briquet_4790.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1003_pred.png,4,0.9901191592216492,briquet_3123.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_1003_pred.png,5,0.9899283647537231,briquet_10609.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10040_pred.png,1,0.9998757243156433,briquet_10040.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10040_pred.png,2,0.9994729161262512,briquet_6506.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10040_pred.png,3,0.9993932843208313,briquet_8683.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10040_pred.png,4,0.9993794560432434,briquet_3927.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10040_pred.png,5,0.9986541271209717,briquet_12305.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10041_pred.png,1,0.9972735643386841,briquet_2761.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10041_pred.png,2,0.9971649646759033,briquet_11130.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10041_pred.png,3,0.9970139265060425,briquet_10916.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10041_pred.png,4,0.9968876242637634,briquet_814.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10041_pred.png,5,0.996766209602356,briquet_12053.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10042_pred.png,1,0.9852176308631897,briquet_9560.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10042_pred.png,2,0.983546257019043,briquet_5607.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10042_pred.png,3,0.9826288223266602,briquet_4001.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10042_pred.png,4,0.9814868569374084,briquet_5870.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10042_pred.png,5,0.9803692102432251,briquet_15356.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10043_pred.png,1,0.98248291015625,briquet_2104.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10043_pred.png,2,0.9813127517700195,briquet_3981.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10043_pred.png,3,0.9807165861129761,briquet_3336.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10043_pred.png,4,0.9806196689605713,briquet_15860.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10043_pred.png,5,0.9801083207130432,briquet_7047-1.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10044_pred.png,1,0.9962614178657532,briquet_10840.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10044_pred.png,2,0.9962483644485474,briquet_15404.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10044_pred.png,3,0.9951006174087524,briquet_14339.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10044_pred.png,4,0.9949783086776733,briquet_7839.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10044_pred.png,5,0.9946799874305725,briquet_7153.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10045_pred.png,1,0.9935674667358398,briquet_13847.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10045_pred.png,2,0.9922846555709839,briquet_470.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10045_pred.png,3,0.9921196103096008,briquet_13883.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10045_pred.png,4,0.9917964935302734,briquet_2185.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10045_pred.png,5,0.9910969734191895,briquet_5358.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10046_pred.png,1,0.9953532814979553,briquet_9794.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10046_pred.png,2,0.9946320056915283,briquet_4926.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10046_pred.png,3,0.9916130304336548,briquet_15308.png
pred_masks\AllDatasets_pool\briquet\masks\briquet_10046_pred.png,4,0.9905271530151367,briquet_12360.png
